_Id,_UserId,_Name,_Date,_Class,_TagBased
697,5740,Supporter,2018-04-12T09:04:45.743,3,False
700,3953,Supporter,2018-04-19T10:49:01.523,3,False
710,10808,Supporter,2018-05-16T03:07:37.957,3,False
721,6996,Supporter,2018-06-06T01:14:49.730,3,False
723,9730,Supporter,2018-06-06T14:32:43.597,3,False
732,10319,Supporter,2018-06-13T15:15:27.093,3,False
740,1422,Supporter,2018-06-26T16:05:43.997,3,False
741,8884,Supporter,2018-06-27T07:53:59.317,3,False
749,11242,Supporter,2018-07-03T22:10:27.597,3,False
777,11222,Supporter,2018-08-06T15:02:43.540,3,False
785,12615,Supporter,2018-08-11T16:00:22.973,3,False
787,10684,Supporter,2018-08-13T23:01:05.343,3,False
801,12377,Supporter,2018-08-23T07:01:01.797,3,False
802,2082,Supporter,2018-08-23T21:00:41.740,3,False
832,12917,Supporter,2018-10-07T07:30:00.343,3,False
866,9614,Supporter,2018-12-06T13:45:07.583,3,False
867,6851,Supporter,2018-12-06T19:30:00.113,3,False
921,13883,Supporter,2019-01-23T17:00:32.063,3,False
924,14343,Supporter,2019-01-26T18:30:18.220,3,False
927,13813,Supporter,2019-02-01T23:30:02.370,3,False
936,14544,Supporter,2019-02-15T08:45:04.457,3,False
967,14778,Supporter,2019-05-27T08:15:06.373,3,False
972,16621,Supporter,2019-06-07T21:15:16.303,3,False
974,12718,Supporter,2019-06-08T19:00:05.610,3,False
978,16726,Supporter,2019-06-11T17:45:06.997,3,False
986,11255,Supporter,2019-06-20T13:30:22.613,3,False
994,6637,Supporter,2019-07-07T22:45:06.527,3,False
1004,4454,Supporter,2019-07-21T07:45:11.183,3,False
1005,13100,Supporter,2019-07-22T13:15:05.300,3,False
1020,17257,Supporter,2019-08-14T13:30:11.260,3,False
1024,14300,Supporter,2019-08-22T15:00:27.253,3,False
1033,180,Supporter,2019-09-29T18:30:09.217,3,False
1046,12562,Supporter,2019-10-25T17:00:18.763,3,False
1106,19195,Supporter,2019-11-20T18:30:16.347,3,False
1122,19390,Supporter,2019-12-16T01:30:13.490,3,False
1169,3864,Supporter,2020-02-07T21:45:15.517,3,False
1186,19913,Supporter,2020-04-04T02:15:09.657,3,False
1191,19482,Supporter,2020-04-20T01:00:30.133,3,False
1215,21602,Supporter,2020-06-17T12:31:35.520,3,False
1223,14562,Supporter,2020-07-02T19:18:40.403,3,False
1226,21824,Supporter,2020-07-10T14:07:20.827,3,False
1250,23179,Supporter,2020-09-24T16:03:45.467,3,False
1258,23870,Supporter,2020-10-16T19:01:20.243,3,False
1278,21278,Supporter,2020-12-18T06:16:00.137,3,False
1283,13693,Supporter,2020-12-21T05:18:20.310,3,False
1343,26170,Supporter,2021-02-05T04:02:45.220,3,False
1365,16811,Supporter,2021-03-25T21:06:51.253,3,False
2390,23193,Supporter,2021-05-19T17:46:25.133,3,False
2392,28508,Supporter,2021-05-24T14:33:40.403,3,False
2401,28970,Supporter,2021-06-17T14:19:20.473,3,False
2418,29332,Supporter,2021-07-23T11:16:15.180,3,False
2423,30645,Supporter,2021-08-07T04:32:30.250,3,False
2425,23583,Supporter,2021-08-09T08:46:25.110,3,False
2444,31386,Supporter,2021-09-29T23:07:30.830,3,False
2447,27865,Supporter,2021-10-01T11:02:55.553,3,False
2457,12956,Supporter,2021-10-23T06:03:25.330,3,False
2475,32117,Supporter,2021-12-10T21:02:00.963,3,False
2479,26300,Supporter,2021-12-16T15:33:35.397,3,False
2520,33124,Supporter,2022-02-24T19:07:40.977,3,False
2538,33527,Supporter,2022-05-28T21:46:30.250,3,False
2545,33956,Supporter,2022-06-05T01:18:45.357,3,False
2557,34560,Supporter,2022-06-24T01:32:05.193,3,False
2559,30940,Supporter,2022-06-24T15:47:00.210,3,False
2573,29400,Supporter,2022-08-04T17:30:10.050,3,False
2576,13,Supporter,2022-08-05T09:45:30.073,3,False
2599,21979,Supporter,2022-09-15T12:17:20.243,3,False
2607,35385,Supporter,2022-10-06T14:32:20.390,3,False
2635,4708,Supporter,2022-12-19T16:01:25.353,3,False
